gene,canonical_acc,isoform_acc,canon_ipTM,iso_ipTM,canon_len,iso_len,structural_outcome
GARNL3,Q5VVW2,Q5VVW2-5,0.33,0.21,1013,991,Monomer Baseline / Stochastic Signal
GARNL3,Q5VVW2,Q5VVW2-4,0.33,0.16,1013,243,Monomer Baseline / Stochastic Signal
MFSD12,Q6NUT3,Q6NUT3-4,0.14,0.14,480,473,Monomer Baseline / Stochastic Signal
VIPR1,P32241,P32241-5,0.15,0.15,457,416,Monomer Baseline / Stochastic Signal
AJUBA,Q96IF1,Q96IF1-2,0.25,0.75,538,121,Monomer Baseline / Stochastic Signal
UBE2G2,P60604,P60604-2,0.09,0.2,165,137,Monomer Baseline / Stochastic Signal
KBTBD8,Q8NFY9,Q8NFY9-2,0.69,0.15,601,159,Ablation from >0.6 Canonical
ERI3,O43414,O43414-3,0.12,0.12,337,128,Monomer Baseline / Stochastic Signal
OPRK1,P41145,P41145-2,0.11,0.1,380,291,Monomer Baseline / Stochastic Signal
ENG,P17813,P17813-2,0.17,0.17,658,625,Monomer Baseline / Stochastic Signal
AMMECR1,Q9Y4X0,Q9Y4X0-2,0.28,0.21,333,157,Monomer Baseline / Stochastic Signal
AMMECR1,Q9Y4X0,Q9Y4X0-4,0.28,0.09,333,210,Monomer Baseline / Stochastic Signal
VPS41,P49754,P49754-2,0.16,0.16,854,802,Monomer Baseline / Stochastic Signal
SPTY2D1,Q68D10,Q68D10-2,0.15,0.15,685,673,Monomer Baseline / Stochastic Signal
TMEM248,Q9NWD8,Q9NWD8-2,0.16,0.12,314,203,Monomer Baseline / Stochastic Signal
MLF1,P58340,P58340-5,0.54,0.55,268,243,Monomer Baseline / Stochastic Signal
BATF2,Q8N1L9,Q8N1L9-2,0.34,0.06,274,189,Monomer Baseline / Stochastic Signal
EFEMP1,Q12805,Q12805-2,0.2,0.2,493,485,Monomer Baseline / Stochastic Signal
ZNF189,O75820,O75820-3,0.17,0.14,626,531,Monomer Baseline / Stochastic Signal
ZNF189,O75820,O75820-2,0.17,0.16,626,612,Monomer Baseline / Stochastic Signal
ZNF189,O75820,O75820-4,0.17,0.13,626,584,Monomer Baseline / Stochastic Signal
TCIRG1,Q13488,Q13488-2,0.25,0.2,830,614,Monomer Baseline / Stochastic Signal
TRPC4AP,Q8TEL6,Q8TEL6-2,0.21,0.21,797,532,Monomer Baseline / Stochastic Signal
AIFM3,Q96NN9,Q96NN9-3,0.74,0.49,605,598,Ablation from >0.7 Canonical
AIFM3,Q96NN9,Q96NN9-2,0.74,0.23,605,604,Ablation from >0.7 Canonical
ZNF24,P17028,P17028-2,0.36,0.6,368,193,Monomer Baseline / Stochastic Signal
NGLY1,Q96IV0,Q96IV0-3,0.19,0.19,654,558,Monomer Baseline / Stochastic Signal
NGLY1,Q96IV0,Q96IV0-4,0.19,0.66,654,131,Monomer Baseline / Stochastic Signal
PDE2A,O00408,O00408-3,0.55,0.55,941,934,Monomer Baseline / Stochastic Signal
PDE2A,O00408,O00408-4,0.55,0.55,941,932,Monomer Baseline / Stochastic Signal
PDE2A,O00408,O00408-2,0.55,0.56,941,920,Monomer Baseline / Stochastic Signal
VMO1,Q7Z5L0,Q7Z5L0-3,0.12,0.23,202,102,Monomer Baseline / Stochastic Signal
NAT10,Q9H0A0,Q9H0A0-2,0.77,0.76,1025,953,Conserved at >0.7
RARRES1,P49788,P49788-2,0.59,0.55,294,228,Monomer Baseline / Stochastic Signal
AKR1E2,Q96JD6,Q96JD6-4,0.24,0.21,320,307,Monomer Baseline / Stochastic Signal
ARHGEF4,Q9NR80,Q9NR80-4,0.19,0.45,690,670,Monomer Baseline / Stochastic Signal
PDE11A,Q9HCR9,Q9HCR9-3,0.63,0.54,933,575,Ablation from >0.6 Canonical
PDE11A,Q9HCR9,Q9HCR9-4,0.63,0.74,933,489,Conserved at >0.6
PCDHGA6,Q9Y5G7,Q9Y5G7-2,0.44,0.48,932,818,Monomer Baseline / Stochastic Signal
PPCS,Q9HAB8,Q9HAB8-2,0.86,0.22,311,138,Ablation from >0.8 Canonical
ANKRD62,A6NC57,A6NC57-2,0.26,0.33,917,639,Monomer Baseline / Stochastic Signal
ZNF442,Q9H7R0,Q9H7R0-2,0.14,0.14,627,558,Monomer Baseline / Stochastic Signal
KIN,O60870,O60870-2,0.13,0.14,393,374,Monomer Baseline / Stochastic Signal
MAP3K11,Q16584,Q16584-2,0.27,0.33,847,590,Monomer Baseline / Stochastic Signal
LIMS2,Q7Z4I7,Q7Z4I7-3,0.11,0.12,341,336,Monomer Baseline / Stochastic Signal
LIMS2,Q7Z4I7,Q7Z4I7-4,0.11,0.13,341,189,Monomer Baseline / Stochastic Signal
SYBU,Q9NX95,Q9NX95-4,0.29,0.28,663,660,Monomer Baseline / Stochastic Signal
SYBU,Q9NX95,Q9NX95-3,0.29,0.29,663,662,Monomer Baseline / Stochastic Signal
SYBU,Q9NX95,Q9NX95-5,0.29,0.31,663,544,Monomer Baseline / Stochastic Signal
MCTP1,Q6DN14,Q6DN14-5,0.52,0.72,999,515,Monomer Baseline / Stochastic Signal
STRADB,Q9C0K7,Q9C0K7-2,0.17,0.19,418,377,Monomer Baseline / Stochastic Signal
STRADB,Q9C0K7,Q9C0K7-3,0.17,0.35,418,280,Monomer Baseline / Stochastic Signal
CLEC18C,Q8NCF0,Q8NCF0-2,0.35,0.14,446,339,Monomer Baseline / Stochastic Signal
FANK1,Q8TC84,Q8TC84-2,0.12,0.13,345,336,Monomer Baseline / Stochastic Signal
GPM6A,P51674,P51674-3,0.74,0.75,278,267,Conserved at >0.7
GPM6A,P51674,P51674-2,0.74,0.76,278,271,Conserved at >0.7
ITGB1,P05556,P05556-2,0.17,0.17,798,789,Monomer Baseline / Stochastic Signal
GRM7,Q14831,Q14831-5,0.6,0.61,915,906,Conserved at >0.6
GRM7,Q14831,Q14831-3,0.6,0.62,915,910,Conserved at >0.6
GRM7,Q14831,Q14831-4,0.6,0.61,915,911,Conserved at >0.6
TRMU,O75648,O75648-5,0.34,0.15,421,166,Monomer Baseline / Stochastic Signal
RIPPLY3,P57055,P57055-2,0.2,0.1,190,106,Monomer Baseline / Stochastic Signal
GLRA2,P23416,P23416-3,0.34,0.35,452,363,Monomer Baseline / Stochastic Signal
ETV4,P43268,P43268-2,0.22,0.33,484,445,Monomer Baseline / Stochastic Signal
ETV4,P43268,P43268-3,0.22,0.53,484,207,Monomer Baseline / Stochastic Signal
GGA3,Q9NZ52,Q9NZ52-4,0.32,0.33,723,651,Monomer Baseline / Stochastic Signal
FAP,Q12884,Q12884-2,0.91,0.77,760,239,Ablation from >0.8 Canonical
CCNG1,P51959,P51959-2,0.21,0.19,295,161,Monomer Baseline / Stochastic Signal
HAAO,P46952,P46952-2,0.4,0.85,286,147,Monomer Baseline / Stochastic Signal
DPYSL2,Q16555,Q16555-2,0.6,0.39,572,536,Ablation from >0.6 Canonical
MCMDC2,Q4G0Z9,Q4G0Z9-2,0.15,0.16,681,590,Monomer Baseline / Stochastic Signal
MCMDC2,Q4G0Z9,Q4G0Z9-4,0.15,0.23,681,618,Monomer Baseline / Stochastic Signal
MCMDC2,Q4G0Z9,Q4G0Z9-3,0.15,0.23,681,439,Monomer Baseline / Stochastic Signal
P2RY13,Q9BPV8,Q9BPV8-2,0.12,0.12,354,333,Monomer Baseline / Stochastic Signal
NPVF,Q9HCQ7,Q9HCQ7-2,0.14,0.14,196,180,Monomer Baseline / Stochastic Signal
BTN3A1,O00481,O00481-2,0.51,0.64,513,352,Monomer Baseline / Stochastic Signal
SAMD8,Q96LT4,Q96LT4-2,0.64,0.3,415,326,Ablation from >0.6 Canonical
LDLR,P01130,P01130-5,0.47,0.46,860,858,Monomer Baseline / Stochastic Signal
NF2,P35240,P35240-7,0.64,0.2,595,259,Ablation from >0.6 Canonical
NF2,P35240,P35240-3,0.64,0.62,595,590,Conserved at >0.6
SLC6A16,Q9GZN6,Q9GZN6-2,0.17,0.18,736,659,Monomer Baseline / Stochastic Signal
NSUN4,Q96CB9,Q96CB9-2,0.32,0.12,384,146,Monomer Baseline / Stochastic Signal
NSUN4,Q96CB9,Q96CB9-4,0.32,0.41,384,335,Monomer Baseline / Stochastic Signal
LTF,P02788,P02788-2,0.16,0.15,710,666,Monomer Baseline / Stochastic Signal
TNMD,Q9H2S6,Q9H2S6-3,0.18,0.19,317,254,Monomer Baseline / Stochastic Signal
EXD2,Q9NVH0,Q9NVH0-2,0.18,0.17,621,496,Monomer Baseline / Stochastic Signal
DDX20,Q9UHI6,Q9UHI6-2,0.2,0.37,824,138,Monomer Baseline / Stochastic Signal
ANKRD55,Q3KP44,Q3KP44-2,0.21,0.15,614,326,Monomer Baseline / Stochastic Signal
HNRNPL,P14866,P14866-2,0.21,0.21,589,456,Monomer Baseline / Stochastic Signal
ARFIP2,P53365,P53365-3,0.68,0.73,341,303,Conserved at >0.6
RGS5,O15539,O15539-2,0.28,0.33,181,73,Monomer Baseline / Stochastic Signal
R3HCC1L,Q7Z5L2,Q7Z5L2-3,0.17,0.14,792,184,Monomer Baseline / Stochastic Signal
MAPKAP1,Q9BPZ7,Q9BPZ7-5,0.15,0.17,522,323,Monomer Baseline / Stochastic Signal
MAPKAP1,Q9BPZ7,Q9BPZ7-6,0.15,0.15,522,372,Monomer Baseline / Stochastic Signal
MAPKAP1,Q9BPZ7,Q9BPZ7-4,0.15,0.13,522,330,Monomer Baseline / Stochastic Signal
REDIC1,Q86WS4,Q86WS4-2,0.15,0.13,652,477,Monomer Baseline / Stochastic Signal
TUSC3,Q13454,Q13454-2,0.17,0.15,348,347,Monomer Baseline / Stochastic Signal
DCAF4,Q8WV16,Q8WV16-2,0.64,0.54,495,433,Ablation from >0.6 Canonical
DCAF4,Q8WV16,Q8WV16-4,0.64,0.41,495,395,Ablation from >0.6 Canonical
ECI2,O75521,O75521-2,0.59,0.61,394,359,Monomer Baseline / Stochastic Signal
LDAH,Q9H6V9,Q9H6V9-4,0.25,0.1,325,195,Monomer Baseline / Stochastic Signal
ADGRE3,Q9BY15,Q9BY15-3,0.19,0.27,652,117,Monomer Baseline / Stochastic Signal
RAPGEF1,Q13905,Q13905-2,0.2,0.2,1077,1038,Monomer Baseline / Stochastic Signal
TMEM144,Q7Z5S9,Q7Z5S9-2,0.84,0.17,345,169,Ablation from >0.8 Canonical
NBPF3,Q9H094,Q9H094-2,0.31,0.32,633,577,Monomer Baseline / Stochastic Signal
NBPF3,Q9H094,Q9H094-4,0.31,0.23,633,275,Monomer Baseline / Stochastic Signal
ZNF488,Q96MN9,Q96MN9-2,0.11,0.09,340,233,Monomer Baseline / Stochastic Signal
DLGAP5,Q15398,Q15398-3,0.21,0.2,846,842,Monomer Baseline / Stochastic Signal
DLGAP5,Q15398,Q15398-1,0.21,0.2,846,765,Monomer Baseline / Stochastic Signal
CYP51A1,Q16850,Q16850-2,0.16,0.26,509,404,Monomer Baseline / Stochastic Signal
ZNF772,Q68DY9,Q68DY9-2,0.14,0.12,489,377,Monomer Baseline / Stochastic Signal
SLAIN1,Q8ND83,Q8ND83-2,0.19,0.13,568,305,Monomer Baseline / Stochastic Signal
BRF1,Q92994,Q92994-7,0.16,0.14,677,562,Monomer Baseline / Stochastic Signal
BRF1,Q92994,Q92994-3,0.16,0.12,677,473,Monomer Baseline / Stochastic Signal
MID1,O15344,O15344-2,0.59,0.57,667,552,Monomer Baseline / Stochastic Signal
SMPD4,Q9NXE4,Q9NXE4-3,0.19,0.2,866,735,Monomer Baseline / Stochastic Signal
RUVBL1,Q9Y265,Q9Y265-2,0.14,0.13,456,386,Monomer Baseline / Stochastic Signal
GYPA,P02724,P02724-2,0.21,0.25,150,124,Monomer Baseline / Stochastic Signal
OLFML2A,Q68BL7,Q68BL7-2,0.18,0.19,652,613,Monomer Baseline / Stochastic Signal
ALDH4A1,P30038,P30038-2,0.93,0.95,563,503,Conserved at >0.8
ZNF567,Q8N184,Q8N184-1,0.16,0.14,647,616,Monomer Baseline / Stochastic Signal
ZNF567,Q8N184,Q8N184-2,0.16,0.15,647,591,Monomer Baseline / Stochastic Signal
ZSCAN29,Q8IWY8,Q8IWY8-2,0.27,0.16,852,732,Monomer Baseline / Stochastic Signal
PIF1,Q9H611,Q9H611-4,0.15,0.15,641,588,Monomer Baseline / Stochastic Signal
ZNF211,Q13398,Q13398-6,0.13,0.14,564,544,Monomer Baseline / Stochastic Signal
ZNF211,Q13398,Q13398-5,0.13,0.13,564,503,Monomer Baseline / Stochastic Signal
IL15RA,Q13261,Q13261-10,0.14,0.14,267,231,Monomer Baseline / Stochastic Signal
DYRK1A,Q13627,Q13627-3,0.29,0.18,763,529,Monomer Baseline / Stochastic Signal
DYRK1A,Q13627,Q13627-5,0.29,0.17,763,584,Monomer Baseline / Stochastic Signal
DYRK1A,Q13627,Q13627-4,0.29,0.17,763,525,Monomer Baseline / Stochastic Signal
NTNG1,Q9Y2I2,Q9Y2I2-2,0.15,0.13,539,364,Monomer Baseline / Stochastic Signal
IL4R,P24394,P24394-2,0.21,0.14,825,227,Monomer Baseline / Stochastic Signal
USP35,Q9P2H5,Q9P2H5-2,0.2,0.18,1018,749,Monomer Baseline / Stochastic Signal
TLE6,Q9H808,Q9H808-2,0.17,0.19,572,449,Monomer Baseline / Stochastic Signal
PTBP3,O95758-1,O95758-7,0.16,0.15,521,457,Monomer Baseline / Stochastic Signal
CLPTM1,O96005,O96005-4,0.16,0.17,669,655,Monomer Baseline / Stochastic Signal
CLPTM1,O96005,O96005-3,0.16,0.16,669,567,Monomer Baseline / Stochastic Signal
VPS50,Q96JG6,Q96JG6-2,0.19,0.1,964,327,Monomer Baseline / Stochastic Signal
VPS50,Q96JG6,Q96JG6-3,0.19,0.19,964,934,Monomer Baseline / Stochastic Signal
TCEAL6,Q6IPX3,Q6IPX3-2,0.08,0.09,200,183,Monomer Baseline / Stochastic Signal
P3H2,Q8IVL5,Q8IVL5-2,0.53,0.21,708,527,Monomer Baseline / Stochastic Signal
FAM221B,A6H8Z2,A6H8Z2-2,0.12,0.18,402,156,Monomer Baseline / Stochastic Signal
HEXA,P06865,P06865-2,0.92,0.67,529,168,Ablation from >0.8 Canonical
CIB2,O75838,O75838-3,0.26,0.23,187,144,Monomer Baseline / Stochastic Signal
NUP42,O15504,O15504-3,0.12,0.08,423,195,Monomer Baseline / Stochastic Signal
PRKACA,P17612,P17612-2,0.28,0.31,351,343,Monomer Baseline / Stochastic Signal
TTLL6,Q8N841,Q8N841-3,0.24,0.32,891,843,Monomer Baseline / Stochastic Signal
SH2D5,Q6ZV89,Q6ZV89-2,0.14,0.17,423,339,Monomer Baseline / Stochastic Signal
PHF12,Q96QT6,Q96QT6-4,0.22,0.21,1004,590,Monomer Baseline / Stochastic Signal
PHF12,Q96QT6,Q96QT6-2,0.22,0.16,1004,704,Monomer Baseline / Stochastic Signal
DOK5,Q9P104,Q9P104-2,0.13,0.22,306,198,Monomer Baseline / Stochastic Signal
ANO10,Q9NW15,Q9NW15-5,0.77,0.36,660,627,Ablation from >0.7 Canonical
FEN1,P39748,P39748-2,0.15,0.12,380,316,Monomer Baseline / Stochastic Signal
TNNI3K,Q59H18-1,Q59H18-4,0.2,0.19,936,843,Monomer Baseline / Stochastic Signal
TNNI3K,Q59H18-1,Q59H18-3,0.2,0.17,936,697,Monomer Baseline / Stochastic Signal
SYTL2,Q9HCH5,Q9HCH5-2,0.19,0.18,934,376,Monomer Baseline / Stochastic Signal
EXOC4,Q96A65,Q96A65-2,0.19,0.17,974,473,Monomer Baseline / Stochastic Signal
ZNF285,Q96NJ3,Q96NJ3-2,0.14,0.13,590,435,Monomer Baseline / Stochastic Signal
CKAP2L,Q8IYA6,Q8IYA6-3,0.25,0.18,745,580,Monomer Baseline / Stochastic Signal
BRINP1,O60477,O60477-2,0.17,0.4,761,320,Monomer Baseline / Stochastic Signal
BRINP1,O60477,O60477-3,0.17,0.14,761,476,Monomer Baseline / Stochastic Signal
NSF,P46459,P46459-2,0.45,0.47,744,644,Monomer Baseline / Stochastic Signal
MOSPD2,Q8NHP6,Q8NHP6-2,0.18,0.18,518,455,Monomer Baseline / Stochastic Signal
GLMP,Q8WWB7,Q8WWB7-2,0.14,0.13,406,325,Monomer Baseline / Stochastic Signal
MYNN,Q9NPC7,Q9NPC7-4,0.32,0.71,610,91,Monomer Baseline / Stochastic Signal
MYNN,Q9NPC7,Q9NPC7-3,0.32,0.34,610,500,Monomer Baseline / Stochastic Signal
SLC1A5,Q15758,Q15758-3,0.69,0.51,541,313,Ablation from >0.6 Canonical
PRRT2,Q7Z6L0,Q7Z6L0-3,0.17,0.11,340,299,Monomer Baseline / Stochastic Signal
RNF43,Q68DV7,Q68DV7-3,0.21,0.2,783,656,Monomer Baseline / Stochastic Signal
RASGEF1C,Q8N431,Q8N431-2,0.22,0.56,466,315,Monomer Baseline / Stochastic Signal
SCAMP1,O15126,O15126-2,0.2,0.3,338,157,Monomer Baseline / Stochastic Signal
PPARG,P37231,P37231-2,0.42,0.43,505,477,Monomer Baseline / Stochastic Signal
PPARG,P37231,P37231-3,0.42,0.1,505,186,Monomer Baseline / Stochastic Signal
SARAF,Q96BY9,Q96BY9-2,0.23,0.12,339,167,Monomer Baseline / Stochastic Signal
TMEM9B,Q9NQ34,Q9NQ34-2,0.19,0.27,198,124,Monomer Baseline / Stochastic Signal
CAPS,Q13938,Q13938-4,0.17,0.14,275,189,Monomer Baseline / Stochastic Signal
RXRA,P19793,P19793-2,0.19,0.15,462,365,Monomer Baseline / Stochastic Signal
WDR4,P57081,P57081-3,0.25,0.17,412,266,Monomer Baseline / Stochastic Signal
CUL4B,Q13620,Q13620-1,0.36,0.18,913,895,Monomer Baseline / Stochastic Signal
CUL4B,Q13620,Q13620-3,0.36,0.18,913,717,Monomer Baseline / Stochastic Signal
ADAP1,O75689,O75689-3,0.17,0.17,374,302,Monomer Baseline / Stochastic Signal
PRKAG1,P54619,P54619-2,0.17,0.15,331,299,Monomer Baseline / Stochastic Signal
DMTF1,Q9Y222,Q9Y222-5,0.16,0.15,760,672,Monomer Baseline / Stochastic Signal
PAPOLA,P51003,P51003-2,0.17,0.41,745,285,Monomer Baseline / Stochastic Signal
METTL8,Q9H825,Q9H825-2,0.15,0.6,291,241,Monomer Baseline / Stochastic Signal
CEP55,Q53EZ4,Q53EZ4-2,0.37,0.37,464,400,Monomer Baseline / Stochastic Signal
VPS26A,O75436,O75436-2,0.16,0.11,327,251,Monomer Baseline / Stochastic Signal
MAP1S,Q66K74,Q66K74-2,0.58,0.57,1059,1033,Monomer Baseline / Stochastic Signal
FBXO22,Q8NEZ5,Q8NEZ5-2,0.15,0.33,403,46,Monomer Baseline / Stochastic Signal
FBXO22,Q8NEZ5,Q8NEZ5-3,0.15,0.11,403,276,Monomer Baseline / Stochastic Signal
WARS1,P23381,P23381-2,0.81,0.86,471,430,Conserved at >0.8
FYTTD1,Q96QD9,Q96QD9-2,0.12,0.12,318,292,Monomer Baseline / Stochastic Signal
FYTTD1,Q96QD9,Q96QD9-4,0.12,0.06,318,129,Monomer Baseline / Stochastic Signal
FYTTD1,Q96QD9,Q96QD9-3,0.12,0.11,318,251,Monomer Baseline / Stochastic Signal
ENTPD3,O75355,O75355-2,0.18,0.21,529,452,Monomer Baseline / Stochastic Signal
ST6GAL1,P15907,P15907-2,0.21,0.16,406,175,Monomer Baseline / Stochastic Signal
FOXO3,O43524,O43524-2,0.18,0.13,673,453,Monomer Baseline / Stochastic Signal
GNL3,Q9BVP2,Q9BVP2-2,0.15,0.15,549,537,Monomer Baseline / Stochastic Signal
SLC25A25,Q6KCM7,Q6KCM7-6,0.14,0.15,469,366,Monomer Baseline / Stochastic Signal
CDKN2A,Q8N726,Q8N726-2,0.2,0.03,132,85,Monomer Baseline / Stochastic Signal
NAGPA,Q9UK23,Q9UK23-3,0.73,0.79,515,309,Conserved at >0.7
DGKB,Q9Y6T7,Q9Y6T7-2,0.19,0.19,804,773,Monomer Baseline / Stochastic Signal
GAS6,Q14393-1,Q14393-5,0.26,0.16,721,379,Monomer Baseline / Stochastic Signal
CUZD1,Q86UP6,Q86UP6-3,0.17,0.16,607,241,Monomer Baseline / Stochastic Signal
CUZD1,Q86UP6,Q86UP6-2,0.17,0.14,607,326,Monomer Baseline / Stochastic Signal
MOG,Q16653,Q16653-8,0.18,0.25,247,206,Monomer Baseline / Stochastic Signal
MOG,Q16653,Q16653-11,0.18,0.26,247,206,Monomer Baseline / Stochastic Signal
MOG,Q16653,Q16653-9,0.18,0.23,247,203,Monomer Baseline / Stochastic Signal
ADHFE1,Q8IWW8,Q8IWW8-2,0.87,0.9,467,419,Conserved at >0.8
ADHFE1,Q8IWW8,Q8IWW8-3,0.87,0.84,467,303,Conserved at >0.8
PGR,P06401,P06401-3,0.24,0.68,933,339,Monomer Baseline / Stochastic Signal
PGR,P06401,P06401-2,0.24,0.24,933,769,Monomer Baseline / Stochastic Signal
MBD4,O95243,O95243-5,0.15,0.18,580,572,Monomer Baseline / Stochastic Signal
MBD4,O95243,O95243-3,0.15,0.14,580,540,Monomer Baseline / Stochastic Signal
MAP4,P27816,P27816-6,0.21,0.2,1152,1135,Monomer Baseline / Stochastic Signal
MAP4,P27816,P27816-7,0.21,0.08,1152,99,Monomer Baseline / Stochastic Signal
NCEH1,Q6PIU2,Q6PIU2-3,0.2,0.21,408,275,Monomer Baseline / Stochastic Signal
WNT4,P56705,P56705-2,0.21,0.15,351,296,Monomer Baseline / Stochastic Signal
SETD3,Q86TU7,Q86TU7-3,0.3,0.39,594,284,Monomer Baseline / Stochastic Signal
SETD3,Q86TU7,Q86TU7-2,0.3,0.32,594,296,Monomer Baseline / Stochastic Signal
AOPEP,Q8N6M6,Q8N6M6-3,0.17,0.26,819,566,Monomer Baseline / Stochastic Signal
RAD51B,O15315-1,O15315-5,0.18,0.12,350,231,Monomer Baseline / Stochastic Signal
INTS14,Q96SY0,Q96SY0-4,0.14,0.13,518,439,Monomer Baseline / Stochastic Signal
FBXO10,Q9UK96,Q9UK96-2,0.18,0.24,956,481,Monomer Baseline / Stochastic Signal
PPP2R5D,Q14738,Q14738-3,0.16,0.15,602,496,Monomer Baseline / Stochastic Signal
IQSEC1,Q6DN90,Q6DN90-2,0.19,0.18,963,841,Monomer Baseline / Stochastic Signal
SCYL1,Q96KG9,Q96KG9-5,0.59,0.7,808,626,Monomer Baseline / Stochastic Signal
SCYL1,Q96KG9,Q96KG9-4,0.59,0.6,808,781,Monomer Baseline / Stochastic Signal
INSC,Q1MX18,Q1MX18-2,0.38,0.38,579,532,Monomer Baseline / Stochastic Signal
SMTNL2,Q2TAL5,Q2TAL5-2,0.19,0.15,461,317,Monomer Baseline / Stochastic Signal
TMEM161B,Q8NDZ6,Q8NDZ6-3,0.21,0.14,487,140,Monomer Baseline / Stochastic Signal
TMEM161B,Q8NDZ6,Q8NDZ6-2,0.21,0.23,487,307,Monomer Baseline / Stochastic Signal
RHOU,Q7L0Q8,Q7L0Q8-2,0.27,0.47,258,197,Monomer Baseline / Stochastic Signal
PCDHA4,Q9UN74,Q9UN74-2,0.52,0.57,947,798,Monomer Baseline / Stochastic Signal
MOV10L1,Q9BXT6,Q9BXT6-4,0.21,0.22,1211,1165,Monomer Baseline / Stochastic Signal
SRL,Q86TD4,Q86TD4-3,0.64,0.65,473,431,Conserved at >0.6
EPS15L1,Q9UBC2,Q9UBC2-4,0.17,0.14,864,601,Monomer Baseline / Stochastic Signal
EPS15L1,Q9UBC2,Q9UBC2-3,0.17,0.16,864,754,Monomer Baseline / Stochastic Signal
SPATA31G1,Q5VYM1,Q5VYM1-2,0.21,0.2,1079,1031,Monomer Baseline / Stochastic Signal
SPATA31G1,Q5VYM1,Q5VYM1-3,0.21,0.19,1079,1006,Monomer Baseline / Stochastic Signal
TYW1B,Q6NUM6,Q6NUM6-2,0.19,0.2,668,294,Monomer Baseline / Stochastic Signal
NAXE,Q8NCW5,Q8NCW5-2,0.8,0.81,288,185,Conserved at >0.8
EURL,Q9NYK6,Q9NYK6-2,0.12,0.11,297,221,Monomer Baseline / Stochastic Signal
NRP2,O60462,O60462-6,0.19,0.14,931,555,Monomer Baseline / Stochastic Signal
PAQR6,Q6TCH4,Q6TCH4-3,0.11,0.14,344,238,Monomer Baseline / Stochastic Signal
PAQR6,Q6TCH4,Q6TCH4-4,0.11,0.13,344,320,Monomer Baseline / Stochastic Signal
LNPK,Q9C0E8,Q9C0E8-3,0.3,0.26,428,305,Monomer Baseline / Stochastic Signal
CXorf38,Q8TB03,Q8TB03-2,0.14,0.13,319,200,Monomer Baseline / Stochastic Signal
GATA6,Q92908,Q92908-2,0.15,0.14,595,449,Monomer Baseline / Stochastic Signal
GNB2,P62879,P62879-2,0.13,0.23,340,240,Monomer Baseline / Stochastic Signal
CAV1,Q03135,Q03135-2,0.48,0.44,178,147,Monomer Baseline / Stochastic Signal
IL18RAP,O95256,O95256-2,0.28,0.18,599,457,Monomer Baseline / Stochastic Signal
PLA2G4C,Q9UP65,Q9UP65-2,0.18,0.17,541,527,Monomer Baseline / Stochastic Signal
RHBG,Q9H310,Q9H310-4,0.89,0.71,458,389,Ablation from >0.8 Canonical
RHBG,Q9H310,Q9H310-5,0.89,0.61,458,302,Ablation from >0.8 Canonical
TAPT1,Q6NXT6,Q6NXT6-2,0.35,0.37,567,562,Monomer Baseline / Stochastic Signal
BNC2,Q6ZN30,Q6ZN30-2,0.33,0.34,1099,903,Monomer Baseline / Stochastic Signal
MEPE,Q9NQ76,Q9NQ76-3,0.12,0.11,525,412,Monomer Baseline / Stochastic Signal
SIAH1,Q8IUQ4,Q8IUQ4-3,0.69,0.66,282,195,Conserved at >0.6
RSKR,Q96LW2,Q96LW2-3,0.44,0.23,410,274,Monomer Baseline / Stochastic Signal
MVB12B,Q9H7P6,Q9H7P6-2,0.38,0.34,319,221,Monomer Baseline / Stochastic Signal
KLHL29,Q96CT2,Q96CT2-2,0.37,0.42,875,702,Monomer Baseline / Stochastic Signal
DDX31,Q9H8H2,Q9H8H2-5,0.19,0.23,851,746,Monomer Baseline / Stochastic Signal
DDX31,Q9H8H2,Q9H8H2-4,0.19,0.14,851,585,Monomer Baseline / Stochastic Signal
CPT1B,Q92523,Q92523-2,0.19,0.16,772,581,Monomer Baseline / Stochastic Signal
RNF166,Q96A37,Q96A37-2,0.15,0.11,237,128,Monomer Baseline / Stochastic Signal
FAN1,Q9Y2M0,Q9Y2M0-2,0.2,0.15,1017,533,Monomer Baseline / Stochastic Signal
RAB3IP,Q96QF0,Q96QF0-4,0.42,0.28,476,411,Monomer Baseline / Stochastic Signal
RAB3IP,Q96QF0,Q96QF0-2,0.42,0.43,476,460,Monomer Baseline / Stochastic Signal
RAB3IP,Q96QF0,Q96QF0-8,0.42,0.67,476,254,Monomer Baseline / Stochastic Signal
BPIFB4,P59827,P59827-2,0.16,0.16,614,575,Monomer Baseline / Stochastic Signal
RAD17,O75943,O75943-2,0.17,0.16,681,670,Monomer Baseline / Stochastic Signal
RAD17,O75943,O75943-3,0.17,0.16,681,505,Monomer Baseline / Stochastic Signal
KIF19,Q2TAC6,Q2TAC6-2,0.38,0.2,998,548,Monomer Baseline / Stochastic Signal
ZNF596,Q8TC21,Q8TC21-3,0.13,0.11,504,139,Monomer Baseline / Stochastic Signal
THSD4,Q6ZMP0,Q6ZMP0-2,0.31,0.35,1018,523,Monomer Baseline / Stochastic Signal
INPP5J,Q15735,Q15735-2,0.21,0.19,1006,639,Monomer Baseline / Stochastic Signal
C12orf42,Q96LP6,Q96LP6-2,0.14,0.08,360,265,Monomer Baseline / Stochastic Signal
TLCD3B,Q71RH2,Q71RH2-2,0.14,0.12,274,224,Monomer Baseline / Stochastic Signal
